number_of_cities,index_of_sample,name_of_src_file,x_min,x_avg,x_stdev,x_median,x_q1,x_q3,x_max,y_min,y_avg,y_stdev,y_median,y_q1,y_q3,y_max,nr_points_in_q1,nr_points_in_q2,nr_points_in_q3,nr_points_in_q4,nr_points_axis_x_neg,nr_points_axis_x_pos,nr_points_axis_y_neg,nr_points_axis_y_pos,nr_points_in_center,dist_from_center_min,dist_from_center_avg,dist_from_center_stdev,dist_from_center_median,dist_from_center_q1,dist_from_center_q3,dist_from_center_max,dist_from_center_sum
4,10,TSP_CITIES_SET_10_N_4.json,-426,78.0,399.48299922107657,106.0,-106.5,290.5,526,0,364.25,347.33689217626545,336.5,132.0,568.75,784,2,1,0,0,0,0,0,0,1,275.5358415887124,630.4863223405932,318.7459741112826,723.6608321582701,499.59833687349123,807.9615627165335,892.2622932747971,1891.4589670217797
4,11,TSP_CITIES_SET_11_N_4.json,-892,-334.0,398.4678991671307,-222.0,-478.75,-77.25,0,-655,-178.25,441.53699354263244,-202.0,-466.75,86.5,346,0,1,2,0,0,0,0,0,1,361.00554012369395,692.8926987038998,311.61685147668123,738.4483732800825,549.7269567018882,858.8362779940028,979.2241827079231,2078.6780961116992
4,12,TSP_CITIES_SET_12_N_4.json,-319,53.5,374.8195121210563,-20.5,-110.5,143.5,574,-881,-67.75,623.6886910417194,-14.5,-242.0,159.75,639,0,1,1,1,0,0,0,0,1,50.21951811795888,605.3041728592473,509.4416428588988,714.2002520301992,382.209885074079,882.8465002298915,1051.4927484295838,1815.9125185777418
4,13,TSP_CITIES_SET_13_N_4.json,-742,6.5,647.4408595900221,-35.0,-238.0,209.5,838,-848,-216.5,522.9968132471428,-194.5,-503.75,92.75,371,0,1,1,1,0,0,0,0,1,829.581219652422,868.1170936848408,49.45773426146279,850.8842459465329,840.2327327994774,887.3850307010505,923.885815455568,2604.3512810545226
4,14,TSP_CITIES_SET_14_N_4.json,0,334.25,340.99303511948744,271.5,132.75,473.0,794,-311,100.5,411.6329270924116,21.0,-77.75,199.25,671,2,0,0,1,0,0,0,0,1,357.8407467016578,639.0928704105562,244.0572770592883,764.3278092546417,561.0842779781498,779.7189322650053,795.1100552753688,1917.2786112316685
4,15,TSP_CITIES_SET_15_N_4.json,-347,-215.5,150.33850693241126,-257.5,-292.25,-180.75,0,-363,-22.5,310.6557580345164,-55.5,-174.0,96.0,384,0,1,2,0,0,0,0,0,1,265.3337520934719,413.08000142553783,128.85405943708767,471.732975315485,368.53336370447846,486.95312609157077,502.1732768676565,1239.2400042766135
4,16,TSP_CITIES_SET_16_N_4.json,0,287.25,256.9557354876516,306.0,108.0,485.25,537,-779,-230.25,653.5418247263649,-366.5,-744.5,147.75,591,1,0,0,2,0,0,0,0,1,747.010709427917,818.1039189966383,82.63756157772747,798.5298992523699,772.7703043401434,853.650523780999,908.7711483096281,2454.311756989915
4,17,TSP_CITIES_SET_17_N_4.json,-665,109.0,578.7233075198084,253.0,-166.25,528.25,595,-970,185.75,874.0542984658714,376.0,-242.5,804.25,961,1,1,0,1,0,0,0,0,1,958.9207475073214,1073.87260328854,106.31061969267698,1094.045702884482,1026.4832251959017,1131.3485311791492,1168.6513594738167,3221.61780986562
4,18,TSP_CITIES_SET_18_N_4.json,-906,-151.5,574.6039215552455,-89.5,-360.75,119.75,479,-164,402.75,570.5233708330156,390.0,-41.0,833.75,995,1,1,1,0,0,0,0,0,1,915.3365501278751,949.010992476061,53.72805821358472,920.7236284575301,918.0300892927025,965.8482136501541,1010.9727988427779,2847.032977428183
4,19,TSP_CITIES_SET_19_N_4.json,-265,-138.25,118.94641650760228,-144.0,-219.25,-63.0,0,-353,288.75,576.5780519582756,284.0,-88.25,661.0,940,0,2,1,0,0,0,0,0,1,407.7070026379238,659.4098019488562,269.5052311934879,626.7766747414904,517.241838689707,785.2612016043224,943.7457284671544,1978.2294058465686
4,20,TSP_CITIES_SET_20_N_4.json,-973,-177.0,731.2979329019512,-239.5,-602.5,186.0,744,-411,-7.25,480.59780482228587,-142.0,-315.75,166.5,666,0,1,1,1,0,0,0,0,1,556.8635380414128,861.9805721767211,311.29365522740534,849.9747055059933,703.419121773703,1014.5390892443754,1179.1034729827575,2585.9417165301634
4,21,TSP_CITIES_SET_21_N_4.json,0,540.75,412.89334781111046,641.5,327.75,854.5,880,-790,-187.5,693.9675784934049,-336.5,-702.25,178.25,713,1,0,0,2,0,0,0,0,1,802.4325516826943,1030.8435629343342,198.20147107241857,1132.5939254649038,967.5132385737991,1145.0490685601544,1157.5042116554048,3092.5306888030027
4,22,TSP_CITIES_SET_22_N_4.json,-565,51.5,655.519386949514,-99.5,-290.5,242.5,970,-157,219.0,485.3390567428094,52.0,-39.25,310.25,929,1,1,1,0,0,0,0,0,1,253.4758371127315,723.6921646724069,559.9289920942198,574.4919494649164,413.98389328882394,958.8003284522446,1343.1087074395728,2171.0764940172207
4,23,TSP_CITIES_SET_23_N_4.json,-885,-622.75,416.982313773618,-803.0,-827.25,-598.5,0,-817,-71.25,524.62264215974,65.0,-204.25,198.0,402,0,2,1,0,0,0,0,0,1,893.5367927511435,979.0333335718966,147.25351483971122,894.4970653948508,894.0169290729971,1021.7816039822732,1149.0661425696956,2937.10000071569
4,24,TSP_CITIES_SET_24_N_4.json,-867,107.25,740.4828942431193,212.5,-216.75,536.5,871,-821,-224.75,470.7301951932409,-173.5,-465.5,67.25,269,1,0,1,1,0,0,0,0,1,548.6656541100418,884.7660426442866,323.5221393897991,911.5931109875721,730.1293825488069,1052.8162369114089,1194.0393628352458,2654.2981279328596
4,25,TSP_CITIES_SET_25_N_4.json,0,414.75,362.68202326555974,416.5,189.75,641.5,826,-368,23.75,446.2304150697634,-95.5,-235.25,163.5,654,1,0,0,2,0,0,0,0,1,317.00157728314224,685.8192055091446,368.28117794995757,686.8944605978418,501.94801894049203,870.2280196221459,1053.56157864645,2057.457616527434
4,26,TSP_CITIES_SET_26_N_4.json,-31,201.75,271.1215901891007,147.0,-7.75,356.5,544,-553,-224.5,382.85985251351,-272.0,-546.25,49.75,199,0,1,0,2,0,0,0,0,1,201.40009930484146,532.3423121073619,295.3929486468529,626.2946590862803,413.84737919556085,697.8134185086219,769.3321779309637,1597.0269363220855
4,27,TSP_CITIES_SET_27_N_4.json,-928,14.25,764.4581414309092,20.5,-232.0,266.75,944,0,260.25,329.08395585321387,149.5,99.75,310.0,742,2,1,0,0,0,0,0,0,1,139.17614738165446,761.9434629636817,551.4238287110642,958.4842200057338,548.8301836936942,1073.3271207546952,1188.1700215036567,2285.830388891045
4,28,TSP_CITIES_SET_28_N_4.json,-765,-157.0,730.6613442628534,-337.5,-697.5,203.0,812,-786,14.5,686.761239442064,-24.0,-232.5,223.0,892,0,1,1,1,0,0,0,0,1,766.5044031184688,1005.0736304531183,206.68695181767805,1118.6102985401126,942.5573508292907,1124.358244120443,1130.1061897007733,3015.220891359355
4,29,TSP_CITIES_SET_29_N_4.json,-857,-51.25,721.4468679905217,-116.5,-389.0,221.25,885,-881,-492.25,388.9750420442594,-544.0,-752.75,-283.5,0,0,0,2,1,0,0,0,0,1,911.290294033685,995.5123432288838,104.81775478613115,962.3455720270136,936.8179330303493,1037.6233678264832,1112.901163625953,2986.5370296866513
4,30,TSP_CITIES_SET_30_N_4.json,-219,49.75,387.40192307214994,-97.0,-200.25,153.0,612,-87,163.75,244.0196371879389,166.0,-21.75,351.5,410,1,1,1,0,0,0,0,0,1,212.61467494037188,448.99439812324334,265.7499683554445,397.7247792129628,305.16972707666736,567.184259714679,736.6437402163953,1346.98319436973
4,31,TSP_CITIES_SET_31_N_4.json,0,623.5,431.51091141090126,773.5,504.75,892.25,947,-575,-100.25,447.96307511520035,-149.0,-367.25,118.0,472,1,0,0,2,0,0,0,0,1,736.0251354403598,945.7429819652549,190.44373997378153,993.3076059308113,864.6663706855855,1050.6019052277024,1107.8962045245935,2837.228945895765
4,32,TSP_CITIES_SET_32_N_4.json,-208,122.0,504.8623574797392,-85.5,-180.25,216.75,867,-875,-56.0,601.8045086792443,39.5,-218.75,202.25,572,1,1,1,0,0,0,0,0,1,608.6443953574205,790.2629088345069,157.63502904061536,870.591752775088,739.6180740662543,881.0721655730501,891.5525783710123,2370.7887265035206
4,33,TSP_CITIES_SET_33_N_4.json,-796,-129.75,645.1751054300427,-214.5,-520.75,176.5,706,0,476.5,399.9479132753831,475.0,276.0,675.5,956,1,2,0,0,0,0,0,0,1,723.0248958369276,929.4689114605438,237.107178175879,876.9492573689769,799.9870766029522,1032.6909192723517,1188.4325811757267,2788.4067343816314
4,34,TSP_CITIES_SET_34_N_4.json,0,454.25,518.429921332993,411.5,15.75,850.0,994,-969,-254.5,849.5969632714091,-443.0,-906.75,209.25,837,1,0,0,2,0,0,0,0,1,969.2275274671061,1154.5880325844826,168.79932618064797,1195.0732195141852,1082.1503734906457,1247.2682851431707,1299.4633507721562,3463.7640977534475
4,35,TSP_CITIES_SET_35_N_4.json,-59,183.0,398.5431804292562,6.0,-14.75,203.75,779,-283,-175.75,129.02034723251987,-210.0,-266.5,-119.25,0,0,0,1,2,0,0,0,0,1,267.58550035455954,448.63360233557734,300.11720424378314,283.2543027034188,275.41990152898916,539.1576533260862,795.0610039487536,1345.900807006732
4,36,TSP_CITIES_SET_36_N_4.json,-878,-302.0,528.2770737659043,-299.5,-668.75,67.25,269,-440,32.5,430.74547782497575,-17.5,-136.25,151.25,605,1,0,2,0,0,0,0,0,1,600.0216662754771,748.070123786831,205.02349827844924,662.1072420688358,631.0644541721565,822.0943525425077,982.0814630161798,2244.210371360493
4,37,TSP_CITIES_SET_37_N_4.json,0,254.75,323.77088092250256,168.5,5.25,418.0,682,-117,13.25,111.41027780236436,7.5,-29.25,50.0,155,2,0,0,1,0,0,0,0,1,155.15798400340216,395.8166799477178,266.45775239754056,350.1271197722336,252.6425518878179,516.1460279198755,682.1649360675174,1187.4500398431533
4,38,TSP_CITIES_SET_38_N_4.json,-273,-88.0,183.29757226979302,-102.0,-221.25,31.25,125,-744,-423.25,312.2919307314872,-474.5,-580.5,-317.25,0,0,0,2,1,0,0,0,0,1,503.44612422780654,607.3491513072072,130.94278372488702,564.1737321074067,533.8099281676066,659.3006648469077,754.4275975864085,1822.0474539216216
4,39,TSP_CITIES_SET_39_N_4.json,-968,-158.0,795.0144652772049,-270.0,-647.0,219.0,876,-741,-21.25,547.0047988820573,34.0,-185.25,198.0,588,1,1,1,0,0,0,0,0,1,916.8865796814783,980.7723642761244,69.66243039351441,970.3854904108985,943.6360350461885,1012.7152565734476,1055.0450227359968,2942.3170928283735
4,40,TSP_CITIES_SET_40_N_4.json,-500,-117.75,293.24207860855626,-81.5,-247.25,48.0,192,-987,-394.25,455.16837543924333,-295.0,-631.5,-57.75,0,0,0,2,1,0,0,0,0,1,206.86469007542104,641.1972575560517,402.05610970845544,716.3581506481238,461.6114203617724,858.363541296367,1000.3689319446102,1923.591772668155
4,41,TSP_CITIES_SET_41_N_4.json,-660,-190.25,538.3433693594947,-293.0,-604.5,121.25,485,0,544.25,393.18051409838034,639.0,397.5,785.75,899,1,2,0,0,0,0,0,0,1,718.4184017687743,929.6974247655995,186.8342783761013,997.5489962904078,857.983699029591,1035.3369362640124,1073.1248762376167,2789.0922742967987
4,42,TSP_CITIES_SET_42_N_4.json,0,486.5,365.99134780301387,570.5,309.75,747.25,805,-300,-36.25,300.77497125481256,-109.0,-238.5,93.25,373,1,0,0,2,0,0,0,0,1,510.45959683406875,720.8162254789364,182.34981115824817,817.9932762559849,664.2264365450269,825.9945398013701,833.9958033467555,2162.4486764368094
4,43,TSP_CITIES_SET_43_N_4.json,0,499.5,375.2194913203026,550.5,360.75,689.25,897,-346,210.0,535.9670387875235,132.5,-86.5,429.0,921,2,0,0,1,0,0,0,0,1,549.1684623137057,873.6101175046687,290.66139043605153,961.418223251463,755.2933427825844,1035.83094510015,1110.243666948837,2620.830352514006
4,44,TSP_CITIES_SET_44_N_4.json,-652,106.75,597.1473157158681,153.5,-163.0,423.25,772,-519,-29.0,417.5428121761887,-47.5,-201.0,124.5,498,1,0,1,1,0,0,0,0,1,585.0239311344451,732.0642808042172,130.33162761166713,777.8232447028053,681.4235879186251,805.5844556391032,833.3456665754013,2196.1928424126518
4,45,TSP_CITIES_SET_45_N_4.json,-662,-47.0,435.73462872104466,59.5,-165.5,178.0,355,-494,-190.5,284.2739289253706,-183.0,-398.0,24.5,98,1,0,1,1,0,0,0,0,1,368.27842728023046,544.2827806310311,196.58937423683236,508.1308886497651,438.20465796499775,632.2849573064314,756.4390259630977,1632.8483418930932
4,46,TSP_CITIES_SET_46_N_4.json,0,341.75,287.81750583775596,334.5,214.5,461.75,698,-920,-321.75,489.2554717799962,-257.0,-615.5,36.75,147,1,0,0,2,0,0,0,0,1,641.0031201172113,772.581234752268,169.1873327498,713.311292494378,677.1572063057947,838.3702920697963,963.4292916452146,2317.743704256804
4,47,TSP_CITIES_SET_47_N_4.json,-743,-27.25,518.4929282706436,74.5,-185.75,233.0,485,0,173.25,252.64385341160917,74.5,20.25,227.5,544,2,1,0,0,0,0,0,0,1,151.42654985173505,524.1321827051544,385.27935654417826,500.10898812158933,325.7677689866622,710.484999131864,920.8610101421386,1572.396548115463
4,48,TSP_CITIES_SET_48_N_4.json,-223,178.25,392.0190258988289,122.0,-55.75,356.0,692,-770,-367.75,408.4624625756121,-350.5,-694.25,-24.0,0,0,0,1,2,0,0,0,0,1,692.739489274287,735.4961220111439,58.09631451179095,712.1074357145837,702.4234624944354,756.8744383795722,801.6414410445608,2206.4883660334317
4,49,TSP_CITIES_SET_49_N_4.json,-887,30.0,697.6479532448058,106.0,-221.75,357.75,795,-929,106.0,760.1328831197872,337.5,-232.25,675.75,678,2,0,1,0,0,0,0,0,1,707.5090105433287,1012.2690339230603,289.846691270939,1044.8487928882341,876.1789017157814,1164.6490456129263,1284.4492983376183,3036.807101769181
4,50,TSP_CITIES_SET_50_N_4.json,-378,148.75,536.3838022660018,38.5,-94.5,281.75,896,0,357.25,383.70767953395637,365.5,38.25,684.5,698,2,1,0,0,0,0,0,0,1,702.234291387141,792.5615228537713,98.41924983236946,778.0,740.1171456935705,837.7251385870866,897.450277174173,2377.684568561314
4,51,TSP_CITIES_SET_51_N_4.json,-318,-60.25,213.4578412708233,-57.5,-165.75,48.0,192,0,463.25,392.5339688060979,447.0,315.75,594.5,959,1,2,0,0,0,0,0,0,1,510.4831045196305,667.9855889215921,258.11795654237363,527.6030704990258,519.0430875093282,746.7368311225729,965.87059174612,2003.9567667647764
4,52,TSP_CITIES_SET_52_N_4.json,0,464.25,401.8236553514489,521.0,192.75,792.5,815,-606,-180.75,522.5140348992232,-297.5,-597.75,119.5,478,1,0,0,2,0,0,0,0,1,648.1311595657163,861.5533236598927,186.30836195911417,944.832789439486,796.4819745026011,968.2644057069808,991.6960219744758,2584.6599709796783
4,53,TSP_CITIES_SET_53_N_4.json,-616,-1.0,438.9282401486603,115.5,-154.0,268.5,381,-930,-111.0,563.9491702863536,71.0,-232.5,192.5,344,2,0,1,0,0,0,0,0,1,406.6017707782395,645.4907324923737,407.0645789057165,414.3633671066978,410.4825689424687,764.9352133494408,1115.5070595921839,1936.4721974771212
4,54,TSP_CITIES_SET_54_N_4.json,-590,-92.75,460.59191988860016,-138.5,-355.25,124.0,496,0,270.75,465.18696957961606,59.0,9.75,320.0,965,1,2,0,0,0,0,0,0,1,296.23301639081353,641.1586166444091,435.8961372321869,496.17033365569125,396.2016750232524,813.6214167712069,1131.0724998867227,1923.4758499332274
4,55,TSP_CITIES_SET_55_N_4.json,-998,55.0,797.0081555417108,154.5,-249.5,459.0,909,0,263.5,289.3930429940107,230.5,31.5,462.5,593,2,1,0,0,0,0,0,0,1,668.6777998408501,889.4939175621935,191.23508028024708,998.8833765760645,833.7805882084573,999.9019764228651,1000.9205762696658,2668.4817526865804
4,56,TSP_CITIES_SET_56_N_4.json,-526,-156.25,328.0166408380323,-156.5,-366.25,53.5,214,-398,206.75,553.6360868536901,155.5,-99.5,461.75,914,1,1,1,0,0,0,0,0,1,506.3328944479116,685.3711198351292,225.56737827955462,611.0621899610546,558.6975422044832,774.8902325287379,938.718275096421,2056.1133595053875
4,57,TSP_CITIES_SET_57_N_4.json,-479,22.25,516.7219594069264,-85.0,-247.25,184.5,738,-11,254.75,307.56069861627856,217.5,-2.75,475.0,595,1,1,1,0,0,0,0,0,1,170.35551062410633,588.460366162801,392.10916360538323,647.0440479596424,408.6997792918744,797.5127939321485,947.9815399046545,1765.3810984884033
4,58,TSP_CITIES_SET_58_N_4.json,-898,10.25,740.2217573133067,12.0,-224.5,246.75,915,-565,9.75,430.13360327538544,69.0,-141.25,220.0,466,1,1,0,1,0,0,0,0,1,466.6176164698457,816.8476525272417,314.57092815627703,908.5416886417486,687.5796525557971,991.9626705559399,1075.3836524701312,2450.542957581725
4,59,TSP_CITIES_SET_59_N_4.json,-613,-188.75,408.6998695049135,-215.0,-475.75,72.0,288,-156,23.5,185.0,-16.0,-63.0,70.5,282,0,1,1,1,0,0,0,0,1,327.53625753494833,485.1975559607495,145.33924980738337,514.2217420529786,420.87899979396343,564.0282051736501,613.8346682943218,1455.5926678822486
4,60,TSP_CITIES_SET_60_N_4.json,-282,207.25,425.1896635620391,231.0,-70.5,508.75,649,-668,-124.0,595.9222544370476,-245.5,-535.25,165.75,663,0,1,0,2,0,0,0,0,1,674.184692795676,775.3407731995799,137.08219476436918,720.481089272994,697.332891034335,825.9188134015319,931.3565375300697,2326.0223195987396
4,61,TSP_CITIES_SET_61_N_4.json,-25,85.25,116.6829750506331,74.5,-6.25,166.0,217,-628,79.5,657.957192123216,-9.0,-170.5,241.0,964,1,0,1,1,0,0,0,0,1,30.805843601498726,554.7872540590747,485.05273331915936,645.4339625399333,338.119903070716,816.7779592878628,988.1219560357922,1664.3617621772241
4,62,TSP_CITIES_SET_62_N_4.json,-796,-284.5,562.5474794776586,-355.0,-731.5,92.0,368,-864,-219.25,554.2330286080035,-217.5,-542.25,105.5,422,0,1,1,1,0,0,0,0,1,569.7797820210893,863.0080759106426,276.2210914639142,900.9439494219382,735.3618657215138,1009.6222228554191,1118.3004962889,2589.0242277319276
4,63,TSP_CITIES_SET_63_N_4.json,-516,-9.25,356.48597447866024,111.0,-129.0,230.75,257,-49,200.0,262.30643657117275,191.0,-12.25,403.25,467,2,0,1,0,0,0,0,0,1,460.4052562688658,498.6026055684608,33.08568543211637,517.0812315294378,488.7432438991518,517.7012802182583,518.3213289070786,1495.8078167053823
4,64,TSP_CITIES_SET_64_N_4.json,-699,177.5,705.2141518716141,221.5,-174.75,573.75,966,-989,90.25,812.77113424793,212.5,-247.25,550.0,925,2,0,1,0,0,0,0,0,1,1025.6090873232354,1097.3501022544751,99.61239693501638,1055.358233018533,1040.4836601708841,1133.2206097200951,1211.0829864216573,3292.0503067634254
4,65,TSP_CITIES_SET_65_N_4.json,-662,212.0,690.3544983074516,315.0,-165.5,692.5,880,-669,64.0,640.2213159004731,16.0,-167.25,247.25,893,2,0,1,0,0,0,0,0,1,880.5816259722889,971.5388406423835,109.34999627288389,941.1721415341616,910.8768837532252,1017.017447977431,1092.8627544207004,2914.6165219271506
4,66,TSP_CITIES_SET_66_N_4.json,-16,412.0,486.7333287677487,391.0,-4.0,807.0,882,-824,-450.25,393.6583755830259,-488.5,-755.75,-183.0,0,0,0,1,2,0,0,0,0,1,244.5240274492468,841.1240330039467,521.0739310834535,1071.8269449869229,658.1754862180849,1139.4240357812964,1207.0211265756702,2523.37209901184
4,67,TSP_CITIES_SET_67_N_4.json,-290,-31.0,273.925780702243,-86.5,-202.25,84.75,339,-675,-71.25,419.9368008006284,50.5,-168.75,148.0,289,1,1,1,0,0,0,0,0,1,200.32473636573192,460.1509381652547,267.4699444020842,445.46829292330114,322.8965146445165,590.064039065016,734.6597852067309,1380.452814495764
4,68,TSP_CITIES_SET_68_N_4.json,-524,70.75,635.8696800445828,-79.5,-250.25,241.5,966,-826,-281.0,455.3694470793285,-237.0,-562.0,44.0,176,1,0,2,0,0,0,0,0,1,499.95699815084095,820.01578485889,277.1852609237868,978.1881209665142,739.0725595586775,980.0451782129146,981.902235459315,2460.04735457667
4,69,TSP_CITIES_SET_69_N_4.json,-18,145.0,298.17444558513057,3.0,-4.5,152.5,592,0,262.0,230.97907553138518,251.5,132.75,380.75,545,2,1,0,0,0,0,0,0,1,326.0552100488505,496.4154601979169,151.9359612295113,545.2971666898701,435.67618836936026,581.5955852724501,617.8940038550302,1489.2463805937507
4,70,TSP_CITIES_SET_70_N_4.json,0,219.0,199.56118527075014,201.5,108.75,311.75,473,-745,-51.0,751.0157566034594,-218.5,-514.0,244.5,978,1,0,0,2,0,0,0,0,1,507.47709307908667,792.8793457775114,252.80726761534797,882.4703961040279,694.9737445915573,935.5804721267239,988.6905481494197,2378.638037332534
4,71,TSP_CITIES_SET_71_N_4.json,-749,39.75,599.2669827937017,109.5,-187.25,336.5,689,-732,-14.0,577.0112650546781,-2.5,-186.75,170.25,681,1,0,1,1,0,0,0,0,1,749.0166887326343,827.2759130111195,122.75318988697578,764.0582438531765,756.5374662929054,866.4055251503621,968.7528064475478,2481.8277390333587
4,72,TSP_CITIES_SET_72_N_4.json,-550,-34.25,478.36971406364484,-91.5,-274.75,149.0,596,-135,297.75,429.38356978347457,295.5,-33.75,627.0,735,1,1,1,0,0,0,0,0,1,566.325877918359,710.4291362587119,205.92149846980752,618.6840873984072,592.5049826583831,782.4807654288883,946.2774434593694,2131.2874087761356
4,73,TSP_CITIES_SET_73_N_4.json,-897,-431.25,406.5893710694694,-414.0,-696.0,-149.25,0,-600,-56.25,435.2611285194211,-43.5,-215.25,115.5,462,0,1,2,0,0,0,0,0,1,217.18655575334307,692.265349861265,437.70427010961447,780.4389790367983,498.8127673950707,929.8047469152261,1079.1705147936539,2076.796049583795
4,74,TSP_CITIES_SET_74_N_4.json,-777,93.0,655.2500794861963,201.5,-194.25,488.75,746,0,535.5,369.01896970210083,650.5,464.25,721.75,841,2,1,0,0,0,0,0,0,1,932.5717130601807,978.5981889808917,51.267697285704074,969.369382640075,950.9705478501278,1001.6114269412471,1033.8534712424193,2935.794566942675
4,75,TSP_CITIES_SET_75_N_4.json,0,301.25,365.11858804138325,228.5,4.5,525.25,748,-734,-48.25,476.0688850716179,112.5,-183.5,247.75,316,2,0,0,1,0,0,0,0,1,504.00992053728464,683.3480984817926,160.13139745839158,734.0245227511135,619.017221644199,773.0171874540466,812.0098521569797,2050.044295445378
4,76,TSP_CITIES_SET_76_N_4.json,0,475.0,411.4016690940052,511.0,201.75,784.25,878,-509,143.5,507.7338541663995,235.0,-127.25,505.75,613,2,0,0,1,0,0,0,0,1,541.5357790580416,840.4165193456432,271.2049243956153,908.8949334219,725.2153562399708,989.8568894894438,1070.8188455569878,2521.2495580369296
4,77,TSP_CITIES_SET_77_N_4.json,-851,-211.0,746.6909222250753,-373.5,-773.0,188.5,754,-203,348.0,542.5022273379776,316.5,-50.75,715.25,962,0,2,0,1,0,0,0,0,1,780.8488970345031,1019.8093555198237,221.3985492078995,1060.6083160149178,920.7286065247105,1139.289584762484,1217.9708535100501,3059.428066559471
4,78,TSP_CITIES_SET_78_N_4.json,0,323.25,292.6310247849101,339.5,117.0,545.75,614,-567,163.0,581.4653901996231,221.0,-141.75,525.75,777,2,0,0,1,0,0,0,0,1,756.5447772604077,773.4747987839233,18.07217389397091,771.3740986058581,763.9594379331329,781.9398095456811,792.5055204855042,2320.42439635177
4,79,TSP_CITIES_SET_79_N_4.json,-751,-427.0,365.9025371142795,-478.5,-721.75,-183.75,0,-778,-269.75,346.9086094828627,-150.5,-328.0,-92.25,0,0,0,3,0,0,0,0,0,1,733.9128013599436,770.1944913920971,41.643344533108205,761.0059132490364,747.45935730449,788.3353364081739,815.6647595673114,2310.5834741762915
